bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
9,0,1,0,1,39.21622466793987,-27.5,24124755,0.4499770425732575,0.5132002392796673,0.876805987473524,11,2,0,11,3,-1,0000-02-11,0001-03-11
8,0,0,0,1,44.407487046477875,0.0,29998809,0.4499770425732575,0.6,0.7499617376220958,6,5,15,6,4,16,0015-05-06,0016-04-06
9,0,1,0,1,45.28870049913224,0.0,29998809,0.4499770425732575,0.5132002392796673,0.876805987473524,12,7,-1,12,6,0,-0001-07-12,0000-06-12
8,0,0,0,1,62.80149618952315,0.0,29998809,0.4499770425732575,0.6,0.7499617376220958,8,2,25,8,1,26,0025-02-08,0026-01-08
10,0,36,1,1,10.113328832175416,-368.5,4505387,0.4472135954999579,0.9803921568627451,0.4561578674099571,10,-1,20,9,1,20,"ArgumentError(""Month: -1 out of range (1:12)"")",0020-01-09
8,0,36,1,1,24.434600866326058,-278.5,8102975,0.4472135954999579,0.98,0.45634040357138567,6,-1,-1,6,1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",0000-01-06
12,0,35,1,1,31.235884063281013,-122.5,16396291,0.4472135954999579,1.0,0.4472135954999579,21,1,-9,21,-1,-10,0009-01-21,"ArgumentError(""Month: -1 out of range (1:12)"")"
12,0,34,1,1,100.2170648431941,0.0,29998809,0.4472135954999579,1.0,0.4472135954999579,15,0,-18,15,1,-20,"ArgumentError(""Month: 0 out of range (1:12)"")",-0020-01-15
8,0,0,0,1,56.20737914611688,0.0,29998809,0.4444444444444444,0.6,0.7407407407407407,5,5,36,5,5,37,0036-05-05,0037-05-05
8,0,0,0,1,60.723228843944334,0.0,29998809,0.4444444444444444,0.6,0.7407407407407407,8,2,27,8,2,28,0027-02-08,0028-02-08
6,0,0,0,1,61.16767328838878,0.0,29998809,0.4444444444444444,0.51425947722658,0.8642416214502247,9,4,8,9,5,8,0008-04-09,0008-05-09
