bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
99,149,0,2,1,0.3724717021379597,2.0,12331404,3.9089586259832794e-28,5.719586907075027e-25,0.0006834337321018703,12846,238487186186755684350507630,1665691532508493482938571621,23944,-31094,3119174065834475735628786211,"InexactError(:Int64, Int64, 1665691532508493482938571621)","InexactError(:Int64, Int64, 3119174065834475735628786211)"
75,143,1,2,1,0.34306510337999063,0.0,7662610,3.8884599957128595e-28,9.5937003499143e-24,4.053138886860892e-5,-95723616,2051226,775542835883077667412934124,1,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 775542835883077667412934124)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
84,106,2,2,1,0.34306510337999063,0.0,7633985,3.8704647925267996e-28,5.8157466076271245e-22,6.655146885957576e-7,-55578748,1191069,1732704433579540673443563002,-189638513,94877579297141805849784931,-937,"InexactError(:Int64, Int64, 1732704433579540673443563002)","InexactError(:Int64, Int64, 94877579297141805849784931)"
51,104,9,2,1,0.3339978726474651,0.0,2796485,3.8682136733970636e-28,6.010753924405893e-23,6.435488329826114e-6,265250,-14790,-2377170207036462988782191455,1,13516,9064,"InexactError(:Int64, Int64, -2377170207036462988782191455)","ArgumentError(""Month: 13516 out of range (1:12)"")"
114,194,0,2,1,0.34832413829092423,3.0,10881443,3.8540362814093325e-28,1.6427920707858518e-25,0.002346028051843288,7854425357320146059697828800,2491126493820161599382533891,3,6676670730870196881700641735,1524148408511631432567785979,3,"InexactError(:Int64, Int64, 2491126493820161599382533891)","InexactError(:Int64, Int64, 1524148408511631432567785979)"
109,132,0,2,1,0.5344439113576498,0.0,14272697,3.8361711665853687e-28,4.0222405301391675e-25,0.0009537398715567711,-363920266991433756697315715,2218800720487314135039695497,585746281309,0,3747815479975670013131895826,989394387769,"InexactError(:Int64, Int64, 2218800720487314135039695497)","InexactError(:Int64, Int64, 3747815479975670013131895826)"
75,106,5,2,1,0.24439659183941154,3.0,1972527,3.8221097322205515e-28,8.088471756959087e-24,4.7253793387262785e-5,0,2405844662525759647175923300,129704663913498892,-53,15698831,-1284725162409262,"InexactError(:Int64, Int64, 2405844662525759647175923300)","ArgumentError(""Month: 15698831 out of range (1:12)"")"
100,125,1,2,1,0.34306510337999063,1.0,7505596,3.8162118947100594e-28,8.99663784188263e-25,0.00042418200685418296,-113002373,2421446,990511812559037078847813333,5429943962828070922863981,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 990511812559037078847813333)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
51,109,9,2,1,0.3339292771795431,4.0,2726742,3.8141086233727603e-28,8.929196168922209e-25,0.0004271502777201432,3,2405927962303463438104833227,171,87,-571,-185940902319,"InexactError(:Int64, Int64, 2405927962303463438104833227)","ArgumentError(""Month: -571 out of range (1:12)"")"
97,167,1,2,1,0.34306510337999063,4.0,7489936,3.81403696982544e-28,2.5951624741504407e-26,0.014696717480372837,-131659510,-338779666679447738843176833,749370824196662569897955981,1,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 749370824196662569897955981)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
112,107,1,2,1,0.7341086866868446,1.0,16990512,3.789671064500788e-28,1.3790072450198189e-24,0.000274811541287176,1369092052539700533727601590,514956633113806,-491925993265466649948897696,342583122,29150,381267096656200849662745240,"InexactError(:Int64, Int64, -491925993265466649948897696)","InexactError(:Int64, Int64, 381267096656200849662745240)"
104,149,1,2,1,0.7336648355706042,0.0,15945505,3.7757838632981323e-28,3.1870279463430864e-27,0.11847350970456993,1992437960696410387881480928,749415747470667,-715899285966369232561050140,582622019620344846359905416,29150,3,"InexactError(:Int64, Int64, -715899285966369232561050140)","InexactError(:Int64, Int64, 582622019620344846359905416)"
95,158,1,2,1,0.34306510337999063,-0.5,7730204,3.7690755599085327e-28,1.807800482328106e-26,0.02084895759655222,-134807523,-6325731833274897982246816,708683169105695940046957149,1,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 708683169105695940046957149)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
90,103,2,2,1,0.7344208869616764,0.0,17205313,3.7212033841159604e-28,7.740669406710332e-21,4.807340539424246e-8,-110815536,2374590,673858182401877291024385126,-189638513,4063477,-1090937637986915311761330977,"InexactError(:Int64, Int64, 673858182401877291024385126)","InexactError(:Int64, Int64, -1090937637986915311761330977)"
120,166,1,2,1,0.8864706500446783,0.0,21433412,3.6920506021327307e-28,7.37271579148994e-27,0.050077213153860226,-196592284649384183294617142,9373429136346916513913721463,-124262886420865822811939774,504172,10836279630597012633981906764,1,"InexactError(:Int64, Int64, -124262886420865822811939774)","InexactError(:Int64, Int64, 10836279630597012633981906764)"
99,141,1,2,1,0.34306510337999063,0.0,7674255,3.6749799143095967e-28,6.567551952557766e-25,0.0005595661733407922,-133658560,2864032,723533368527686468662857064,1,23928294177527824846075393,2451052297812648611386065117,"InexactError(:Int64, Int64, 723533368527686468662857064)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
53,98,6,2,1,0.28097793640046925,0.0,2427263,3.6427502736434486e-28,5.358062746967053e-21,6.798633098698663e-8,1,221,2451052297812648611386065117,-189638513,4063477,-937,"InexactError(:Int64, Int64, 2451052297812648611386065117)","ArgumentError(""Month: 4063477 out of range (1:12)"")"
139,118,1,2,1,0.73449467049706,1.0,17989683,3.6259789532929846e-28,2.0365046188655277e-26,0.017804913967309845,7893925954252280689139247012,755151605293552033282703330,-102965184485671785747567566,6412360183768053556110505913,612594404655721000204842472,3,"InexactError(:Int64, Int64, -102965184485671785747567566)","InexactError(:Int64, Int64, 612594404655721000204842472)"
59,111,5,2,1,0.32638631828680553,1.0,2649856,3.617484662726504e-28,2.1049690365335453e-25,0.001718545308715687,-1,-2402353292612487487644660594,20477676746722,1,-45316457,7411,"InexactError(:Int64, Int64, -2402353292612487487644660594)","ArgumentError(""Month: -45316457 out of range (1:12)"")"
44,114,3,2,1,0.31472858193847203,0.0,2520509,3.60303576549866e-28,8.63597090198811e-27,0.04172125874890565,1,2445028132632086674482268202,0,11,6414323095,-4,"InexactError(:Int64, Int64, 2445028132632086674482268202)","ArgumentError(""Month: 6414323095 out of range (1:12)"")"
