bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,i1_1,i1_2,i2_1,i2_2,output1,output2,fitness_max,fitness_ratio_max
23,18,9,0,1,2.1369628136285563e-9,-9.1796327e7,-4.5886191e8,25.0,-7.0,out,in,9.867339457089182e-9,0.21656930147399125
18,14,9,0,1,2.026561119240685e-9,-4.93446676e8,1939.0,75.0,-5.0,out,in,9.999629113108721e-9,0.2026636284523817
22,21,9,0,1,1.6899035223866178e-9,1.0,62.0,-5.60622905e8,1.89393127e8,in,out,9.933446711975822e-9,0.17012257390471125
22,27,9,0,1,1.6816943540500681e-9,1.0,0.0,-2.68377707e8,-5.30630007e8,in,out,7.0065135266204554e-9,0.24001871225405627
22,12,9,0,1,1.1955896871321967e-9,5.0016161e7,8.34910551e8,-46.0,-2.0,out,in,9.73171995367365e-8,0.012285492110578776
17,16,9,0,1,1.1349548259652676e-9,0.0,18.0,-8.81092337e8,1156.0,in,out,9.999761004170306e-9,0.11349819515605877
14,19,6,1,1,1.0885859569833853e-9,0.0,0.0,-9.01611375e8,31.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.814414190425967e-9,0.11091705891578417
23,19,9,0,1,1.037750053072411e-9,0.0,-44.0,-6.31030735e8,7.28264903e8,in,out,9.894346781530306e-9,0.10488312932487573
22,9,9,0,1,1.0252442117756129e-9,-34.0,-49.0,9.75339743e8,8.563117e6,in,out,9.919100682583493e-8,0.010336060138756265
18,17,6,1,1,1.0169770196382424e-9,9.65073724e8,6.704258e6,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",9.807300522081083e-8,0.010369591686810497
17,20,9,0,1,9.988091827364016e-10,-1.001192194e9,15.0,43.0,-4.0,out,in,9.999973640069473e-10,0.9988118155974084
16,22,9,0,1,9.796684575244446e-10,-43.0,-1.020753492e9,1.0,1.0,out,in,9.999982100032036e-10,0.9796702111309841
15,23,9,0,1,9.777223622993621e-10,72.0,-1.022785239e9,1.0,0.0,out,in,9.999998170000336e-10,0.9777225412225543
14,25,9,0,1,9.546188280238965e-10,-1.047538526e9,1.0,0.0,5.0,out,in,9.999991900006561e-10,0.9546196012651471
24,21,9,0,1,8.886094926863173e-10,62.0,11.0,-6.48958923e8,-9.19387413e8,in,out,6.702438249617394e-9,0.13258003424903514
21,16,9,0,1,8.834465416513908e-10,1.131923477e9,3.94687e6,-45.0,0.0,out,in,9.999617475744656e-9,0.08834803369171898
24,22,9,0,1,8.765888667712209e-10,15.0,60.0,4.92646893e8,-1.028927028e9,in,out,6.54438239374514e-9,0.13394523944826783
18,20,9,0,1,8.621393561986312e-10,-1.159905224e9,8682.0,66.0,0.0,out,in,9.999543080838283e-10,0.8621787507978378
18,15,9,0,1,8.620784721599097e-10,1.0,-61.0,1.159987209e9,2438.0,in,out,9.997245036806112e-9,0.08623160370542682
16,18,6,1,1,8.356069264411698e-10,0.0,0.0,3302.0,1.174573176e9,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.810403560105479e-9,0.08517559153623498
20,15,9,0,1,8.144490679019398e-10,1.0,-25.0,1.22782386e9,-86666.0,in,out,9.998829781306085e-9,0.08145443874088568
21,12,9,0,1,8.039653976209076e-10,11.0,-38.0,-32101.0,1.243834588e9,in,out,9.991703667153484e-9,0.08046329478964098
17,22,9,0,1,7.631147916035642e-10,-1.31041884e9,-223.0,0.0,9.0,out,in,9.999950430242777e-10,0.7631185743638106
21,25,9,0,1,7.583411740767814e-10,3.0,0.0,6.7279983e7,-1.316950214e9,in,out,9.99978144846119e-10,0.758357748102063
20,24,9,0,1,7.049795863101478e-10,1.038642e6,-1.418480408e9,0.0,1.0,out,in,9.999909763438183e-10,0.7049859478609543
