bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
58,162,32,0,1,82.88610779333455,-137.5,434286935,9.843405639106863e-37,9.99858046648117e-37,0.9844803141911486,-1015908555091034929988319055648184443,30305966620917687547,-1015908555091034929988319055648184443B,30.3 EB
42,512,19,1,1,5.852841872423633,-137.5,49349134,9.839730932949678e-37,9.999878160784204e-37,0.9839850820920435,1016287952195282027916927660541633532,-6842,"BoundsError(""kMGTPE"", 12)",-6842B
51,264,10,1,1,73.9952107352898,-137.5,94175659,9.837707584146006e-37,9.999359058695139e-37,0.9838338163876048,1016496974977741514162224734311703246,-4202242659497,"BoundsError(""kMGTPE"", 12)",-4202242659497B
63,84,15,1,1,82.86647384176594,-137.5,320750930,9.83178513011782e-37,9.997992499734738e-37,0.9833759257549625,-1017109290696261634645952678572807300,2828748312115395379470165,-1017109290696261634645952678572807300B,"BoundsError(""kMGTPE"", 8)"
48,392,33,0,1,82.8970989204487,-137.5,529915150,9.83084975877354e-37,9.999519702058088e-37,0.9831321955143674,-1017206065129365104121471921446367867,1536163303,-1017206065129365104121471921446367867B,1.5 GB
73,0,12,1,1,82.89709892923436,-137.5,543110095,9.82723037791736e-37,9.895738645528627e-37,0.9930769930305079,-16267226654788404094789064368156872,1001313476700947295887252354965648838,-16267226654788404094789064368156872B,"BoundsError(""kMGTPE"", 12)"
44,512,31,0,1,82.86648214620949,-137.5,346641272,9.825225001261504e-37,9.998686529344944e-37,0.9826515685260907,-1017788396572704993681400089430358409,128472,-1017788396572704993681400089430358409B,128.5 kB
44,512,32,0,1,82.89721070714413,-137.5,586639636,9.82461047445605e-37,9.978541421848889e-37,0.9845738028349722,-1017852058969662114429772290302893243,-50686,-1017852058969662114429772290302893243B,-50686B
55,180,19,1,1,82.89709681456158,-137.5,453608091,9.822587373478767e-37,9.999760504319585e-37,0.9822822625837604,1018061700016051899613693939297174621,999985398422030163,"BoundsError(""kMGTPE"", 12)",1.0 EB
56,162,18,1,1,82.8664508412799,-137.5,290710014,9.821387532017923e-37,9.994539980571387e-37,0.9826752958225132,1018186072731556184985777639048852029,9984722348342853797,"BoundsError(""kMGTPE"", 12)",10.0 EB
