bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
17,7,9,0,1,2.8489781733202184,0.0,2191251,2.0378118237507727e-7,9.875072997200001e-6,0.02063591655807079,4901517,236537,0,-70,out,in
18,12,9,0,1,2.1423287697646787,0.0,1175607,1.6410889143564803e-7,9.925205519788954e-7,0.16534558514526115,0,17,1275446,-5958520,in,out
12,11,6,1,1,2.1517037472893765,0.0,1433140,1.5013355964863806e-7,9.814785369752044e-7,0.15296672723107235,0,0,-6537389,95,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
18,7,9,0,1,2.153499720383189,0.0,1895196,1.2882516789611336e-7,9.998152543085697e-7,0.12884897218857042,35,-10,-7762413,12665,in,out
15,14,9,0,1,2.127606670216051,0.0,962282,9.835097063115762e-8,9.999533020259299e-8,0.9835556363671797,1,2,6099,-10167664,in,out
15,12,9,0,1,2.0023462339677516,0.0,416227,9.637016937650593e-8,9.999917000670845e-8,0.963709692490857,22,0,-10376633,138,in,out
12,16,9,0,1,2.848988057860852,0.0,2343607,9.632794966055475e-8,9.999927000532847e-8,0.9632865285458775,-10381195,1,8,1,out,in
12,16,6,1,1,2.8489783033700693,0.0,2242772,9.466200219471849e-8,9.814247551304583e-8,0.9645365240673526,0,0,-10368273,3,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
14,13,9,0,1,2.0022178755717586,0.0,311241,8.527772225111333e-8,9.999762005549073e-8,0.8527975186188529,0,-1,-11726392,66,in,out
16,14,9,0,1,2.1164417893947496,0.0,634414,8.306535189801652e-8,9.997498573351975e-8,0.8308613528530493,1,7,-4447,-12038706,in,out
18,17,9,0,1,2.1519586915527578,0.0,1668145,7.743382140469224e-8,9.990106683002268e-8,0.7751050500435849,9,1,-12113408,4476950,in,out
13,14,9,0,1,2.856362903952766,0.0,2729809,7.524142528026093e-8,9.999903000907091e-8,0.7524215512234046,21,1,-13290530,0,in,out
17,12,9,0,1,2.116445250533318,0.0,807882,7.316906574763962e-8,9.999596626602777e-8,0.7317201731216011,-4786,-13666978,0,-1,out,in
18,11,9,0,1,2.8563614079626545,0.0,2692888,7.188225552460213e-8,9.999520874010607e-8,0.7188569975530398,0,-10,-13911639,-2039,in,out
16,7,9,0,1,2.1524657745070197,0.0,1793483,6.944770944529442e-8,9.999389845162883e-7,0.0694519470894408,14399321,159,-2,-31,out,in
18,13,9,0,1,2.848982891091883,0.0,2312707,5.8443570544460793e-8,9.99591929302351e-8,0.5846742938916137,-10144,-17110507,1,12,out,in
18,16,9,0,1,2.116445166772295,0.0,644344,5.676190230017605e-8,6.88076614701143e-7,0.08249357860364116,17543514,-1612362,1,0,out,in
14,14,9,0,1,2.116445110010393,0.0,641086,4.620818840517025e-8,9.999374039185097e-8,0.46211081037764645,0,-21641186,-25,0,out,in
19,7,9,0,1,2.1551402059694924,0.0,2077925,4.522915145494927e-8,9.997998869034082e-7,0.0452382042120784,-30,-1,22094345,821293,in,out
